user94,11:21:16,12:40:29,4
user118,16:58:35,19:50:41,79
user182,16:10:48,17:33:02,113
user339,15:07:46,17:39:15,100
user435,11:19:22,13:50:17,7
user107,15:52:15,16:02:42,26
user243,16:55:51,19:33:29,111
user131,13:41:02,14:47:33,48
user120,11:02:28,13:32:43,76
user168,10:02:02,10:34:47,71
user295,15:48:12,18:23:18,52
user42,12:33:35,13:08:40,101
user99,16:32:07,17:20:19,52
user405,09:24:31,10:56:56,62
user99,16:13:23,16:38:24,110
user355,14:09:46,16:06:21,12
user266,15:38:41,17:21:13,71
user192,09:14:34,10:30:27,92
user73,13:01:20,15:42:11,77
user245,11:22:23,11:36:00,99
user7,12:46:56,13:53:30,83
user378,11:35:54,12:21:10,96
user156,11:46:40,13:30:20,58
user224,14:11:35,16:49:07,56
user74,11:01:53,12:52:39,42
user133,13:07:34,13:12:32,51
user482,11:01:30,12:32:28,41
user323,16:10:33,16:34:28,100
user355,13:47:13,16:30:08,18
user114,15:21:31,16:20:24,27
user261,13:43:36,14:04:50,32
user87,15:17:27,17:41:44,67
user334,13:07:18,15:45:13,112
user349,16:24:26,18:43:17,92
user94,15:03:04,17:28:55,44
user307,13:06:33,14:07:07,83
user427,14:49:54,16:15:34,7
user36,14:48:54,16:55:10,73
user284,10:15:00,12:40:14,70
user226,11:41:22,13:11:06,78
user53,14:56:09,15:19:45,81
user29,11:42:30,12:29:02,84
user410,13:01:44,14:47:53,49
user298,14:38:55,17:24:15,54
user280,14:09:02,16:49:41,16
user188,15:52:33,17:32:28,79
user211,11:02:22,12:49:49,16
user161,15:50:01,18:04:38,12
user141,14:46:15,16:07:56,108
user389,13:16:45,14:27:16,17
user352,15:54:08,16:28:07,27
user476,15:29:44,18:17:24,20
user261,14:29:56,17:23:11,88
user416,16:37:15,18:56:20,47
user393,15:45:50,16:53:58,113
user179,15:19:25,16:37:52,72
user470,09:01:11,10:48:42,75
user42,13:09:35,13:56:11,105
user237,14:45:01,17:20:01,27
user169,11:46:10,13:19:41,11
user177,16:16:08,17:39:17,73
user406,14:33:00,17:14:11,38
user400,14:13:07,14:52:04,80
user123,09:59:40,11:54:11,106
user128,15:14:09,17:56:04,23
user465,10:53:59,12:11:02,101
user441,09:43:39,11:26:06,108
user122,09:05:56,10:21:15,10
user439,13:35:18,14:29:46,108
user56,12:10:07,14:59:50,12
user207,15:22:16,16:49:58,90
user354,14:17:31,14:23:10,102
user220,14:33:04,16:05:56,20
user86,11:06:57,13:21:11,68
user246,13:14:45,15:29:02,21
user131,13:03:13,15:05:24,85
user210,12:12:27,12:16:41,39
user275,15:50:16,17:53:17,51
user361,16:08:32,16:41:51,26
user290,09:36:20,10:28:03,12
user31,11:16:15,12:06:57,60
user355,14:20:52,15:53:05,78
user132,13:28:21,13:43:04,94
user457,11:39:56,13:43:10,5
user393,09:55:12,11:48:02,110
user218,14:39:06,16:46:55,34
user33,10:44:05,10:46:52,104
user197,09:49:23,12:36:13,72
user43,09:57:05,11:22:24,54
user266,12:01:47,13:50:37,22
user256,15:45:39,15:51:15,92
user10,12:45:23,15:01:39,33
user420,13:01:58,13:28:50,97
user168,13:07:08,14:13:31,88
user18,13:13:21,13:37:12,67
user266,14:47:15,15:41:41,91
user27,11:58:55,13:44:39,59
user29,09:49:00,12:01:47,30
user313,16:27:51,17:08:17,39
user257,09:50:40,11:04:23,109
user383,11:29:40,14:27:35,17
user246,13:33:40,15:07:56,86
user222,11:52:27,14:19:26,78
user284,11:47:00,14:00:04,68
user119,11:23:33,13:22:59,94
user343,11:28:25,13:58:37,78
user101,15:55:56,16:42:43,23
user197,09:46:58,10:35:27,22
user311,11:11:10,12:40:55,58
user215,11:27:41,12:37:05,3
user281,11:10:58,12:39:24,113
user297,16:05:12,16:59:30,80
user433,09:29:01,11:37:24,65
user191,09:31:59,12:21:13,48
user269,15:17:58,15:49:54,75
user375,11:02:43,13:54:57,97
user427,11:09:57,13:05:17,39
user83,13:28:12,16:14:34,99
user45,14:32:29,16:36:34,15
user136,09:57:15,12:18:55,72
user462,10:31:20,11:07:10,89
user39,15:54:00,17:09:49,30
user106,14:45:23,15:10:06,106
user131,13:50:46,14:51:19,93
user320,15:28:50,16:43:42,17
user95,15:12:35,15:58:39,94
user388,11:40:00,14:28:04,49
user393,13:40:01,13:44:04,110
user68,12:56:57,15:49:42,84
user132,11:40:09,12:48:35,22
user472,10:30:20,10:34:22,24
user226,11:46:33,14:44:14,43
user220,13:19:49,14:01:52,70
user180,12:24:50,12:53:20,82
user117,11:45:25,12:58:13,42
user464,15:37:51,18:30:55,92
user138,16:09:49,16:56:05,93
user234,11:14:53,11:26:50,109
user375,12:46:25,14:33:04,11
user92,16:12:20,16:32:22,10
user32,16:14:36,16:29:26,94
user452,10:43:12,13:31:08,89
user304,11:35:23,13:25:05,23
user396,09:53:12,10:59:29,90
user127,12:22:26,14:22:08,66
user449,15:57:50,17:51:04,32
user299,15:54:31,16:40:42,113
user294,15:25:53,15:32:48,25
user150,15:19:33,16:29:32,88
user26,11:03:12,11:14:23,34
user40,16:50:27,17:17:33,6
user161,12:33:50,15:16:34,68
user24,15:31:09,16:40:02,82
user458,12:39:06,12:44:17,8
user373,09:08:21,10:08:27,72
user230,11:21:29,12:07:07,105
user282,14:58:33,17:57:53,48
user357,16:37:34,18:44:15,30
user148,10:01:22,10:43:13,39
user326,16:44:59,19:20:57,8
user427,12:38:38,14:24:56,88
user389,13:19:51,14:44:12,103
user484,12:39:51,12:56:59,101
user189,13:24:36,14:31:35,26
user392,12:04:52,14:24:35,8
user168,14:12:18,16:07:09,101
user47,16:30:33,19:06:16,104
user479,09:30:27,09:35:32,47
user487,11:31:56,13:11:38,27
user314,13:08:15,14:57:53,112
user175,10:59:26,12:33:57,63
user267,15:37:47,16:50:39,78
user364,09:21:34,09:50:58,69
user271,10:18:48,12:54:48,113
user6,10:56:51,13:24:57,59
user84,14:46:31,15:27:28,46
user111,12:11:49,13:23:02,39
user43,15:04:00,15:42:20,50
user139,16:52:42,17:05:45,48
user41,14:27:34,15:22:43,4
user92,15:27:57,17:12:35,99
user308,12:42:30,13:32:03,52
user330,09:02:30,09:37:12,104
user401,09:37:23,10:41:14,8
user142,11:57:50,14:29:25,97
user407,11:05:46,11:37:39,6
user105,10:13:33,13:01:49,32
user297,12:00:16,14:53:48,20
user447,09:08:58,11:54:05,70
user377,09:16:50,11:11:46,40
user125,16:58:34,18:30:49,27
user234,12:19:50,14:33:44,70
user476,11:08:19,11:53:17,55
user66,09:52:59,12:14:45,6
user470,14:35:54,14:40:51,53
user397,09:15:24,10:29:14,43
user141,09:02:50,09:58:53,11
user353,13:25:43,15:34:20,82
user460,14:57:15,17:48:13,6
user399,11:26:49,12:11:52,36
user248,16:23:04,18:19:48,71
user487,16:31:13,19:18:40,66
user227,14:25:23,16:04:36,25
user99,15:12:50,16:33:13,51
user498,12:11:23,12:28:02,70
user44,11:31:12,13:18:40,73
user90,14:20:58,14:30:09,48
user472,16:37:44,19:10:22,4
user29,14:37:56,16:07:18,66
user465,13:15:22,14:41:52,85
user243,12:30:37,12:40:20,21
user437,15:53:12,18:28:39,24
user211,12:39:58,13:01:44,38
user66,14:08:34,15:14:03,9
user459,16:00:44,18:05:38,38
user321,09:53:11,10:53:30,60
user8,12:03:31,14:01:06,56
user153,15:45:13,16:59:34,60
user95,09:09:25,11:57:06,48
user119,11:58:37,14:53:50,61
user118,10:59:13,11:53:14,62
user111,16:29:33,19:11:13,89
user463,09:35:16,11:09:12,61
user41,16:54:41,18:02:04,19
user457,15:00:51,16:58:31,22
user91,09:26:28,11:59:50,59
user382,14:03:07,14:52:04,83
user35,14:34:49,16:51:34,109
user439,15:05:12,16:08:22,108
user41,13:56:42,15:14:06,31
user460,12:41:05,12:46:20,46
user384,09:06:32,11:47:51,98
user483,15:35:43,17:26:18,110
user128,13:38:19,13:56:11,60
user128,10:29:37,11:36:04,44
user11,09:27:45,11:41:03,95
user282,16:36:37,17:41:17,77
user442,12:53:47,13:07:54,67
user304,15:13:10,15:32:33,91
user208,09:59:23,12:19:53,48
user4,09:14:10,09:55:52,57
user132,13:48:08,14:15:06,26
user327,12:14:04,13:14:26,38
user440,12:49:50,14:52:07,73
user30,11:14:20,13:29:15,111
user256,11:27:29,12:24:25,83
user357,11:22:50,12:39:35,61
user24,15:45:31,18:37:44,43
user55,11:47:06,11:48:39,45
user179,14:27:52,16:49:31,10
user314,14:53:49,14:59:08,6
user121,09:45:19,11:05:08,42
user443,11:05:02,14:03:49,83
user114,15:42:32,15:58:37,94
user388,14:34:50,15:21:06,97
user30,09:41:52,10:08:33,112
user179,16:11:20,17:53:10,21
user127,11:36:03,12:32:36,21
user11,15:58:37,18:17:52,9
user44,09:22:36,10:43:37,17
user421,13:15:56,14:13:30,112
user63,16:16:27,17:54:56,54
user111,13:28:35,16:08:17,28
user124,11:58:36,13:49:51,9
user375,09:53:11,10:41:55,92
user290,11:50:22,12:21:11,86
user77,12:39:20,14:27:45,60
user369,14:05:01,14:51:19,90
user209,15:15:21,17:00:21,41
user434,09:09:01,11:29:13,93
user272,09:59:35,11:18:58,41
user323,16:14:41,17:00:32,102
user401,12:52:32,13:26:37,36
user457,12:51:06,14:27:32,68
user206,10:27:41,12:59:54,32
user263,10:41:49,11:56:37,70
user30,09:40:37,12:12:36,36
user101,12:00:52,13:08:02,82
user138,15:00:39,17:28:27,105
user460,15:14:57,17:15:14,76
user210,09:16:38,09:56:57,87
user88,09:05:20,10:52:56,8
user299,11:13:20,14:01:20,26
user223,16:34:26,17:23:34,90
user227,12:21:33,15:01:41,84
user129,14:41:40,14:58:46,39
user300,15:40:36,16:51:37,107
user479,16:40:35,16:51:03,51
user297,10:40:43,12:09:26,23
user99,10:18:08,11:42:11,99
user279,10:49:49,11:29:57,74
user463,13:55:01,15:17:58,58
user205,14:49:58,15:07:08,103
user104,13:48:26,13:52:24,33
user486,13:44:20,15:41:48,78
user348,13:29:09,14:41:35,82
user219,10:10:08,12:05:31,88
user222,16:04:18,17:05:15,72
user111,09:28:21,11:19:28,42
user33,09:09:55,10:25:43,9
user24,10:01:47,10:19:43,28
user58,16:50:35,19:29:06,65
user73,12:47:55,15:18:00,92
user461,15:03:01,15:44:03,65
user183,15:24:49,17:24:03,18
user305,12:45:29,14:58:21,36
user30,15:25:24,15:49:44,80
user25,15:05:29,16:57:05,79
user286,16:08:15,16:53:23,23
user411,10:21:29,11:33:44,21
user160,14:48:42,16:17:20,101
user425,12:02:17,12:51:17,17
user231,14:33:57,17:25:30,111
user456,16:52:38,17:34:18,30
user438,09:44:39,11:45:56,10
user5,16:08:19,18:52:17,31
user365,15:52:00,18:05:54,5
user59,16:08:02,18:03:59,107
user57,14:36:41,16:44:01,98
user270,12:09:34,14:13:17,12
user234,13:41:31,16:21:17,63
user58,13:24:18,14:02:29,104
user362,13:50:30,14:17:51,86
user363,10:54:09,13:07:27,91
user70,10:32:20,13:06:46,34
user111,10:30:58,10:40:09,58
user291,12:43:44,14:07:41,6
user194,12:27:23,13:29:23,46
user55,12:10:16,12:20:54,102
user459,12:26:29,13:46:38,90
user28,10:31:52,12:46:58,9
user261,15:43:13,15:54:56,67
user276,14:44:16,15:20:40,25
user137,14:00:12,16:50:14,66
user160,15:24:08,15:54:51,52
user442,10:09:18,12:37:58,87
user117,16:57:36,17:59:04,82
user337,10:30:49,13:24:46,97
user187,16:37:43,16:51:44,21
user111,10:14:40,11:06:53,90
user266,16:08:27,16:55:12,39
user450,16:02:58,18:39:39,37
user190,15:13:27,16:22:32,4
user313,13:34:47,15:18:17,52
user378,12:14:17,15:08:56,97
user22,10:50:03,11:04:22,12
user444,09:23:25,11:36:16,104
user2,15:14:39,15:34:15,34
user297,10:01:14,12:37:11,31
user151,11:38:24,14:31:11,66
user171,10:36:58,11:04:00,71
user74,13:47:34,15:02:17,28
user134,16:09:51,17:42:40,5
user293,10:52:48,11:08:29,94
user455,10:42:22,12:25:32,112
user447,16:10:28,16:59:57,23
user433,09:06:19,11:15:45,32
user345,16:37:11,18:15:51,75
user410,10:53:00,12:36:08,70
user331,09:01:25,11:23:49,87
user164,10:52:45,11:49:27,35
user55,14:11:20,16:37:10,55
user470,16:55:15,19:41:34,57
user278,10:54:23,11:04:06,14
user101,12:04:08,12:39:09,52
user282,13:33:44,16:25:11,63
user59,14:01:17,15:29:15,110
user378,12:14:59,15:04:39,45
user150,16:58:07,19:54:36,22
user127,11:04:51,12:36:57,54
user395,11:47:43,14:23:23,102
user485,14:27:27,15:01:29,13
user180,12:27:20,14:09:01,10
user172,14:23:50,14:44:16,62
user427,11:41:36,12:36:51,58
user194,13:35:15,14:27:35,108
user361,13:14:44,14:52:19,74
user101,10:29:50,12:23:16,10
user336,10:46:56,13:02:30,99
user34,12:31:17,13:22:16,18
user363,11:56:38,12:03:15,81
user338,14:47:40,16:03:52,29
user159,11:15:03,12:14:55,47
user317,10:10:58,10:47:00,45
user474,15:37:21,18:14:56,75
user54,13:36:19,14:30:14,52
user99,12:36:44,14:18:03,65
user453,09:10:27,10:25:00,73
user490,16:25:12,17:46:00,4
user51,14:00:20,16:03:58,43
user390,16:24:17,18:20:37,43
user144,13:42:58,15:31:21,52
user426,10:45:10,13:07:22,47
user467,11:52:43,13:46:55,4
user48,09:39:37,10:41:47,92
user76,15:26:29,18:10:32,26
user20,11:32:37,13:15:51,17
user367,15:28:11,18:09:00,69
user325,16:31:46,18:52:01,38
user317,09:13:33,11:31:20,93
user493,11:27:54,12:12:23,43
user190,11:21:42,11:45:58,51
user439,09:14:22,10:26:20,80
user222,14:10:00,16:29:48,77
user228,11:22:24,13:29:55,92
user481,10:19:19,13:05:40,26
user291,14:52:33,15:34:10,46
user374,11:11:15,13:14:06,25
user492,11:41:16,14:39:23,54
user206,13:06:43,15:30:01,77
user32,09:34:01,11:53:14,15
user197,09:56:27,11:47:22,82
user230,14:39:43,15:53:23,37
user377,13:57:53,16:02:36,18
user114,12:38:49,14:06:06,41
user321,10:18:58,11:53:52,5
user403,11:30:13,14:03:31,100
user43,10:15:25,11:32:18,105
user238,12:30:40,13:07:31,7
user3,14:33:53,17:09:58,38
user184,11:43:29,13:54:11,48
user413,09:08:49,09:39:21,61
user385,15:55:17,17:57:42,32
user63,16:02:27,18:12:59,112
user477,16:17:34,19:06:25,111
user172,13:39:39,16:36:36,70
user419,13:41:59,15:42:15,100
user325,10:38:42,12:23:57,58
user195,13:57:22,15:21:02,18
user198,16:29:21,17:21:02,49
user401,16:27:28,17:39:59,42
user304,13:02:29,14:56:45,14
user376,09:57:25,11:48:02,58
user275,11:22:40,12:48:40,110
user91,16:31:43,18:56:42,104
user271,09:24:39,09:29:45,60
user496,16:53:42,17:06:27,28
user218,16:01:39,16:17:35,82
user135,15:58:08,18:26:41,26
user362,10:30:41,10:48:48,112
user451,10:21:57,11:51:11,100
user19,16:51:40,17:14:29,82
user455,09:59:19,10:59:51,106
user12,15:48:19,17:33:09,84
user374,12:47:16,13:08:06,69
user25,10:14:26,12:47:16,104
user181,12:58:38,15:57:33,9
user210,15:41:04,16:30:18,92
user278,11:27:23,13:06:49,74
user266,15:02:05,15:48:24,28
user475,15:05:48,17:25:07,104
user38,10:22:45,10:28:34,57
user233,10:17:14,11:19:49,73
user97,16:35:42,18:18:05,88
user211,11:57:28,13:47:53,110
user357,12:50:30,14:13:52,11
user340,13:24:37,15:46:50,69
user468,13:34:05,14:53:29,75
user465,16:25:32,18:03:54,40
user404,16:35:26,17:07:52,87
user279,12:34:43,15:08:00,68
user113,11:20:30,12:26:26,102
user206,16:10:14,17:43:47,73
user189,15:15:55,18:13:44,22
user120,10:28:36,11:21:06,87
user274,12:47:18,14:19:48,36
user498,11:22:37,13:21:24,93
user243,12:45:26,12:48:10,105
user198,09:09:58,11:36:36,88
user107,09:28:24,11:17:46,82
user30,15:47:58,17:21:44,22
user295,13:00:07,14:35:22,12
user72,16:08:55,18:28:45,27
user467,10:39:09,12:46:20,30
user4,13:32:51,15:49:53,76
user285,14:42:38,16:37:05,70
user237,14:48:57,16:30:35,95
user285,15:55:01,16:47:53,18
user268,14:49:14,17:18:10,28
user200,10:57:03,13:28:40,21
user309,16:49:32,19:42:44,60
user225,14:07:18,16:38:56,78
user85,11:38:51,14:19:02,100
user180,11:52:50,14:27:36,63
user247,12:43:15,13:28:43,82
user413,14:26:59,16:06:17,83
user448,10:39:32,13:36:49,97
user32,11:56:39,14:35:20,109
user55,13:25:32,15:11:49,10
user112,12:25:56,14:04:24,83
user403,14:00:26,15:26:54,24
user408,16:01:27,18:54:43,108
user471,14:53:31,16:05:33,62
user142,09:55:54,12:29:05,77
user60,09:42:55,10:48:50,42
user97,14:29:41,14:56:02,64
user237,16:30:51,18:52:30,35
user119,14:52:53,15:48:35,31
user168,12:38:56,14:07:22,63
user363,14:26:45,17:04:02,63
user127,09:47:31,10:33:36,11
user85,10:25:35,11:50:29,60
user84,16:17:54,17:03:50,21
user245,12:26:47,13:26:04,37
user103,16:32:47,19:09:06,35
user272,10:05:18,10:13:10,20
user464,10:28:34,13:18:27,84
user489,13:11:32,13:57:31,73
user457,10:39:12,11:53:46,101
user175,13:30:20,13:39:22,89
user167,11:54:11,13:40:32,25
user296,13:47:27,15:11:58,97
user391,14:48:44,15:32:45,113
user406,12:47:40,13:49:59,21
user90,16:46:50,18:10:49,101
user222,13:10:18,15:56:32,65
user310,09:22:39,10:41:36,59
user396,11:31:19,13:31:52,18
user248,14:37:43,15:15:28,86
user357,09:04:02,10:32:51,75
user184,09:17:52,09:27:03,109
user412,15:29:52,16:52:07,3
user165,15:00:33,17:44:10,60
user117,13:22:40,14:01:54,94
user335,12:24:30,14:30:58,8
user100,10:52:12,12:45:03,102
user283,12:36:30,15:19:24,9
user308,09:40:22,12:08:00,34
user466,10:25:57,11:10:36,4
user63,12:40:58,14:28:18,44
user81,13:03:25,15:10:56,32
user336,15:01:49,16:17:56,53
user3,12:10:07,12:44:01,81
user355,10:24:07,11:38:20,35
user6,14:12:20,15:02:49,99
user120,13:47:25,15:04:27,32
user274,09:12:35,10:04:08,97
user236,13:46:08,16:31:18,17
user290,14:03:38,16:00:06,20
user382,14:30:08,15:36:48,39
user178,16:18:13,17:48:02,113
user491,11:48:02,12:00:29,104
user117,15:05:12,16:19:29,69
user191,16:26:37,18:11:22,42
user479,16:40:10,17:53:28,35
user355,15:35:06,18:23:27,49
user467,09:54:08,11:08:10,77
user7,15:35:14,18:08:36,73
user368,10:37:37,13:30:04,32
user475,16:29:41,17:16:28,63
user391,11:50:25,14:46:04,37
user445,10:53:05,13:04:28,37
user263,14:06:52,15:19:34,107
user321,13:24:55,15:57:33,79
user76,15:12:25,17:04:27,74
user443,11:09:11,13:36:23,87
user262,10:35:11,10:47:37,16
user336,12:28:03,15:21:36,106
user75,13:42:03,16:18:53,20
user455,09:06:57,11:19:23,15
user134,16:05:33,18:02:50,61
user459,13:25:36,15:03:10,50
user301,14:22:44,15:23:14,40
user400,12:39:27,14:53:46,72
user225,11:01:38,11:39:04,88
user207,14:51:41,15:23:08,90
user79,09:00:10,09:24:50,96
user188,16:09:29,17:33:59,51
user435,10:40:32,12:12:45,72
user263,16:04:54,18:31:33,7
user265,10:08:13,12:38:06,90
user187,16:26:00,18:37:29,31
user321,15:45:21,15:48:11,91
user131,13:16:54,14:35:58,93
user368,13:26:22,16:26:08,102
user102,14:31:15,17:14:57,8
user164,15:13:38,16:48:07,91
user409,09:21:40,09:41:24,25
user323,15:52:07,17:19:06,106
user112,14:47:42,16:44:03,68
user19,14:15:00,15:35:47,85
user467,16:44:51,17:49:45,6
user90,11:55:27,13:05:32,64
user330,10:31:49,10:56:05,34
user372,13:12:18,14:59:44,92
user420,10:32:02,11:32:54,59
user249,12:18:56,14:47:31,30
user262,15:09:29,15:30:37,31
user492,09:47:41,11:43:33,103
user159,14:53:37,16:18:10,47
user108,10:47:08,13:35:34,12
user377,09:36:20,10:34:40,107
user386,12:21:03,15:16:54,17
user492,11:30:55,12:15:04,71
user1,14:51:50,15:51:09,86
user91,13:27:23,16:23:15,46
user275,16:33:21,18:19:22,96
user313,09:47:08,09:59:32,35
user260,10:13:50,13:04:23,96
user126,14:32:38,14:53:59,82
user364,14:25:03,15:57:43,67
user106,13:40:59,14:28:54,39
user338,16:21:29,18:20:18,77
user482,10:06:04,12:11:06,50
user233,11:32:32,13:28:06,90
user178,13:48:46,16:05:26,59
user128,10:15:54,10:29:47,83
user205,09:26:19,11:14:52,11
user49,09:24:34,11:29:21,90
user61,10:13:16,12:42:08,85
user349,16:18:13,16:46:53,39
user243,09:31:04,10:54:25,106
user342,11:21:18,12:19:55,37
user340,12:52:32,15:04:37,24
user227,10:31:10,11:03:43,112
user275,12:06:51,12:37:00,71
user356,11:46:51,12:36:20,56
user336,13:13:35,14:50:01,36
user379,09:08:06,10:42:00,37
user329,15:01:18,15:38:02,98
user429,16:46:53,17:25:05,7
user166,14:09:36,16:29:45,55
user223,11:13:09,12:21:43,82
user421,14:55:52,15:03:06,24
user431,11:05:49,11:59:48,67
user238,13:19:42,14:02:59,43
user296,16:33:33,18:52:51,35
user198,14:26:12,17:19:30,60
user181,09:31:22,09:33:56,92
user180,11:01:28,12:50:35,16
user360,12:52:39,13:42:25,48
user142,16:06:03,17:49:04,91
user212,14:05:42,15:07:09,47
user87,15:34:31,18:11:54,34
user54,13:38:57,15:29:43,95
user416,10:30:06,11:07:35,86
user157,11:18:40,13:09:24,48
user384,11:47:28,11:54:03,110
user152,13:20:08,15:58:35,29
user153,12:59:34,13:24:28,58
user373,12:55:37,13:05:24,64
user409,13:24:46,15:40:15,57
user269,10:31:34,12:15:54,85
user10,13:12:48,15:57:40,39
user216,14:29:27,14:52:25,100
user495,10:21:59,11:58:25,29
user421,10:45:56,12:21:23,15
user428,12:09:54,12:19:29,89
user180,09:46:43,09:49:24,82
user349,11:18:47,11:26:52,106
user53,16:23:49,16:39:34,28
user147,13:53:43,15:47:06,106
user218,14:36:43,16:40:44,93
user38,09:08:17,09:18:12,21
user105,14:36:14,14:56:08,44
user269,12:02:43,13:14:47,103
user419,09:41:02,12:31:10,41
user278,13:05:38,16:00:49,66
user284,09:05:47,11:48:29,34
user442,16:06:05,17:46:54,99
user267,09:34:25,12:18:22,107
user243,15:46:39,17:34:50,111
user418,12:10:03,12:29:09,97
user106,11:49:36,13:21:03,40
user142,13:20:19,14:33:37,69
user125,14:54:55,15:56:19,58
user250,13:32:52,13:40:25,88
user122,14:31:48,16:19:51,59
user115,14:22:17,15:26:15,106
user199,10:37:13,10:45:41,59
user86,11:15:19,11:49:05,31
user305,10:06:10,10:09:39,60
user358,09:55:28,12:33:21,57
user252,16:18:59,18:44:01,5
user199,14:34:23,17:24:41,94
user137,16:28:14,18:06:26,93
user391,10:05:53,11:12:10,62
user186,16:37:15,18:42:43,41
user360,12:16:39,15:09:58,85
user479,13:16:38,15:27:54,47
